frame_index,timestamp,brand_name,box_coordinates
1197,1197.0,RIDEVIGOLD,"(792, 291, 843, 479)"
1203,1203.0,Taiumoho,"(86, 219, 196, 304)"
1204,1204.0,BREAKFAST,"(1076, 569, 1213, 626)"
1205,1205.0,Triumiphr,"(25, 342, 205, 429)"
1208,1208.0,Store,"(445, 192, 520, 290)"
1209,1209.0,Triumiphr,"(511, 280, 616, 356)"
1210,1210.0,poora,"(181, 23, 618, 318)"
1213,1213.0,BLACKBERRYS,"(0, 193, 261, 303)"
1214,1214.0,BLACKBERRYS,"(0, 200, 262, 304)"
1215,1215.0,Triumiphr,"(393, 408, 553, 481)"
1216,1216.0,BLACKBERRYS,"(0, 204, 270, 311)"
1217,1217.0,BLACKBERRYS,"(0, 460, 109, 523)"
1219,1219.0,Triumiphr,"(709, 331, 814, 399)"
1221,1221.0,Triumiphr,"(450, 424, 606, 498)"
1222,1222.0,Triumiphr,"(449, 423, 609, 503)"
1223,1223.0,BLACKBERRYS,"(0, 430, 135, 559)"
1224,1224.0,BLACKBERRYS,"(0, 457, 145, 551)"
1225,1225.0,BLACKBERRYS,"(0, 467, 123, 535)"
1226,1226.0,Triumiphr,"(452, 354, 541, 423)"
1227,1227.0,RIDEVIGOLD,"(398, 410, 491, 457)"
1228,1228.0,Anandh Bhavan,"(1717, 223, 1837, 288)"
1229,1229.0,Anandh Bhavan,"(1537, 403, 1639, 470)"
1230,1230.0,JOOKEI,"(84, 278, 179, 380)"
1231,1231.0,VANHEUSENT,"(1444, 337, 1630, 399)"
1232,1232.0,flora,"(1543, 784, 1607, 828)"
1233,1233.0,VANHEUSENT,"(1487, 357, 1664, 413)"
1236,1236.0,VANHEUSENT,"(1673, 400, 1820, 456)"
1238,1238.0,agar Chennai 600 017 RATHNA STORES,"(130, 0, 473, 252)"
1239,1239.0,agar Chennai 600 017 RATHNA STORES,"(27, 0, 383, 301)"
1245,1245.0,VANHEUSENT,"(1262, 238, 1394, 289)"
1246,1246.0,VANHEUSENT,"(1579, 257, 1737, 315)"
1248,1248.0,RATHNA STORES,"(0, 313, 76, 391)"
1253,1253.0,UOJGOT,"(1742, 195, 1888, 259)"
1256,1256.0,fashion jewellery,"(1201, 0, 1456, 144)"
1257,1257.0,fashion jewellery,"(848, 83, 1050, 230)"
1258,1258.0,fashion jewellery,"(776, 5, 1000, 168)"
1278,1278.0,EWELLERY,"(413, 0, 591, 133)"
1279,1279.0,130P1ZH EWELLERY,"(218, 0, 478, 191)"
1280,1280.0,130P1ZH,"(173, 65, 397, 226)"
1281,1281.0,130P1ZH,"(166, 145, 353, 266)"
1282,1282.0,BRIDA,"(145, 118, 271, 216)"
1283,1283.0,BRIDA TECtIohs,"(185, 162, 358, 252)"
1284,1284.0,BRIDA Lcather Collections,"(197, 156, 358, 276)"
1285,1285.0,Bulaaj,"(1479, 218, 1583, 277)"
1290,1290.0,NIGHTIES,"(944, 275, 995, 381)"
1291,1291.0,INDLA NIGHTIES,"(735, 251, 790, 368)"
1292,1292.0,FLANET FASHION,"(1760, 607, 1920, 678)"
1293,1293.0,FLANET FASHION,"(1731, 610, 1920, 678)"
1295,1295.0,BHIM,"(1815, 599, 1920, 662)"
1304,1304.0,PhonePe,"(1707, 701, 1795, 769)"
1305,1305.0,INDLA,"(474, 0, 544, 40)"
1306,1306.0,BUDGET DTONX,"(135, 179, 202, 230)"
1307,1307.0,PhonePe,"(1712, 730, 1816, 827)"
1308,1308.0,UDGEI,"(119, 181, 183, 230)"
1309,1309.0,PhonePe,"(1603, 730, 1698, 802)"
1310,1310.0,INDIAN,"(417, 3, 487, 53)"
1311,1311.0,INDLA,"(411, 7, 497, 58)"
1312,1312.0,INDLA,"(410, 10, 484, 56)"
1313,1313.0,INDLA,"(409, 9, 484, 55)"
1314,1314.0,INDIAN,"(421, 14, 488, 64)"
